full_path	matched	module	depth	file	via_filelist	filelist_chain	stop_reason	kind	port	port_found	port_line	port_decl	port_param_note	path_chain
stress_top.u_spine.u_d0_0	u_d0_0	stress_decoy	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d0_0|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_d0_1	u_d0_1	stress_decoy	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d0_1|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_d0_2	u_d0_2	stress_decoy	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d0_2|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_d0_3	u_d0_3	stress_decoy	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d0_3|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_d0_p	u_d0_p	stress_decoy	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d0_p|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine	u_spine	stress_spine_1	2	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		instance		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_d1_0	u_d1_0	stress_decoy	3	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d1_0|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_d1_2	u_d1_2	stress_decoy	3	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d1_2|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_d1_3	u_d1_3	stress_decoy	3	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d1_3|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_d1_4	u_d1_4	stress_decoy	3	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d1_4|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine	u_spine	stress_spine_2	3	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		instance		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine.u_d2_0	u_d2_0	stress_decoy	4	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d2_0|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine.u_d2_1	u_d2_1	stress_decoy	4	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d2_1|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine.u_d2_2	u_d2_2	stress_decoy	4	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d2_2|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine.u_d2_3	u_d2_3	stress_decoy	4	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		hierarchy-under		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_d2_3|stress_decoy|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
stress_top.u_spine.u_spine.u_spine.u_spine	u_spine	stress_spine_3	4	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f	/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f		instance		False	0			root|stress_top|stress_top|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|;instance|u_spine|stress_spine_0|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_1|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_2|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f;instance|u_spine|stress_spine_3|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/stress_42_d8.v||/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f|/home/user/tools/__CFI/scan_inst/examples/stress_seed42/filelist.f
