original_path	restored_path
/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_thermal_sensor_01/u_ecc_engine_00_thermal_sensor_01_pmu_02/u_ecc_engine_00_thermal_sensor_01_pmu_02_pcie_gen4_00/pcie_gen4.v	/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_thermal_sensor_01/u_pmu_02/u_pcie_gen4_00/pcie_gen4.v
/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_thermal_sensor_01/u_ecc_engine_00_thermal_sensor_01_secure_boot_rom_01/secure_boot_rom.v	/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_thermal_sensor_01/u_secure_boot_rom_01/secure_boot_rom.v
/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_thermal_sensor_01/u_ecc_engine_00_thermal_sensor_01_secure_boot_rom_01/u_ecc_engine_00_thermal_sensor_01_secure_boot_rom_01_vpu_00/vpu.v	/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_thermal_sensor_01/u_secure_boot_rom_01/u_vpu_00/vpu.v
/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_vpu_02/vpu.v	/home/user/tools/CodeFromAI/hc_hierarchy/design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_vpu_02/vpu.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/core_complex.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/core_complex.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/pcie_gen4.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/pcie_gen4.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/axi_bus.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/axi_bus.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/isp_pipeline.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/isp_pipeline.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02/blackhole_core.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_blackhole_core_02/blackhole_core.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02_jupiter_noc_00/jupiter_noc.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_blackhole_core_02/u_jupiter_noc_00/jupiter_noc.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02_jupiter_noc_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_blackhole_core_02_jupiter_noc_00_trng_00/trng.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_blackhole_core_02/u_jupiter_noc_00/u_trng_00/trng.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00/dac.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_dac_00/dac.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_apb_bridge_01/apb_bridge.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_dac_00/u_apb_bridge_01/apb_bridge.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_apb_bridge_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_apb_bridge_01_pll_01/pll.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_dac_00/u_apb_bridge_01/u_pll_01/pll.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_flash_ctrl_00/flash_ctrl.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_dac_00/u_flash_ctrl_00/flash_ctrl.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_flash_ctrl_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_dac_00_flash_ctrl_00_nvme_host_00/nvme_host.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_dac_00/u_flash_ctrl_00/u_nvme_host_00/nvme_host.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01/debug_apb.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_debug_apb_01/debug_apb.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01_cortex_a78_00/cortex_a78.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_debug_apb_01/u_cortex_a78_00/cortex_a78.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01_dma_engine_02/dma_engine.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_debug_apb_01/u_dma_engine_02/dma_engine.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01_dma_engine_02/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01_dma_engine_02_adc_00/adc.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_debug_apb_01/u_dma_engine_02/u_adc_00/adc.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_core_complex_01_pcie_gen4_00_axi_bus_00_isp_pipeline_00_debug_apb_01_video_codec_01/video_codec.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_core_complex_01/u_pcie_gen4_00/u_axi_bus_00/u_isp_pipeline_00/u_debug_apb_01/u_video_codec_01/video_codec.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00/power_domain.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_video_codec_00/u_power_domain_00/power_domain.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00/apb_bridge.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_video_codec_00/u_power_domain_00/u_apb_bridge_00/apb_bridge.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00_gpu_shader_cluster_01/gpu_shader_cluster.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_video_codec_00/u_power_domain_00/u_apb_bridge_00/u_gpu_shader_cluster_01/gpu_shader_cluster.v
design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_ecc_engine_00_jpeg_encoder_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00_gpu_shader_cluster_01/u_ecc_engine_00_jpeg_encoder_00_dsp_vector_01_video_codec_00_power_domain_00_apb_bridge_00_gpu_shader_cluster_01_cortex_a55_02/cortex_a55.v	design/synthetic_deep_rtl/rtl/soc_top/u_ecc_engine_00/u_jpeg_encoder_00/u_dsp_vector_01/u_video_codec_00/u_power_domain_00/u_apb_bridge_00/u_gpu_shader_cluster_01/u_cortex_a55_02/cortex_a55.v
